#Peace River Arch Axis.xy
-119.949280	55.986651
-119.888745	56.021897
-119.812979	56.050364
-119.737100	56.078779
-119.633932	56.109051
-119.542702	56.130573
-119.449780	56.144772
-119.356335	56.158701
-119.273435	56.156667
-119.177082	56.155236
-119.080784	56.153955
-118.996311	56.144021
-118.922219	56.118188
-118.849747	56.099801
-118.791148	56.080505
-118.706910	56.070374
-118.639112	56.074575
-118.571707	56.078714
-118.506835	56.098063
-118.428480	56.118179
-118.338042	56.146542
-118.233622	56.175642
-118.118361	56.220428
-117.989397	56.266093
-117.859719	56.311645
-117.740986	56.341073
-117.633373	56.354412
-117.552730	56.366241
-117.469508	56.363007
-117.387549	56.367224
-117.305572	56.371388
-117.210849	56.383698
-117.142765	56.387062
-117.075482	56.398145
-117.008125	56.408967
-116.926019	56.412882
-116.828030	56.402120
-116.730129	56.391510
-116.630737	56.373100
-116.519395	56.362707
-116.422330	56.359392
-116.339198	56.355174
-116.272156	56.365813
-116.204634	56.376198
-116.123525	56.387104
-116.028842	56.398732
-115.922055	56.425881
-115.788896	56.461496
-115.641481	56.497491
-115.481084	56.541546
-115.278140	56.579055
-115.061176	56.616902
-114.801195	56.647883
-114.541211	56.678321
-114.280149	56.700460
-114.074001	56.720960
-113.909734	56.747708
-113.799961	56.765498
-113.731104	56.774547
-113.663173	56.791306
-113.594751	56.807811
-113.499309	56.832586
-113.362612	56.873366
-113.226927	56.929065
-113.090855	56.984842
-112.912080	57.040882
-112.747035	57.096476
-112.581188	57.144315
-112.429219	57.191784
-112.262045	57.224141
-112.122606	57.263346
-111.997022	57.294979
-111.871397	57.333797
-111.787452	57.357172
-111.703402	57.380492
-111.633627	57.403687
-111.535101	57.434728
-111.436921	57.472996
-111.352468	57.503846
-111.281938	57.541918
-111.197201	57.572665
-111.112348	57.610659
NaN	NaN
